Gene,sample1,sample2,sampleN
ASXL2,2,2,2
ASXL3,0,0,0
ASZ1,0,0,0
ATAD1,1,1,1
ATAD2,0,1,0
ATAD2B,0,0,0
ATAD3A,1,3,1
ATAD3B,1,2,1
ATAD3C,4,1,7
ATAD5,0,0,0
ATAT1,0,0,0
ATCAY,0,0,0
ATE1,0,0,0
ATF1,1,2,1
ATF2,1,1,1
ATF3,61,38,39
ATF4,1203,1169,1062
ATF5,36,56,22
ATF6,2,2,1
ATF6B,6,8,5
ATF7,0,0,0
ATF7IP,1,0,1
ATF7IP2,0,0,0
ATG10,0,0,0
ATG101,26,33,20
ATG12,13,19,14
ATG13,0,0,0
ATG14,3,6,3
ATG16L1,1,1,0
ATG16L2,2,6,3
ATG2A,3,2,2
ATG2B,6,7,6
ATG3,10,9,6
ATG4A,0,1,0
ATG4B,3,4,2
ATG4C,1,3,1
ATG4D,13,13,13
ATG5,0,0,0
ATG7,0,0,0
ATG9A,17,14,15
ATG9B,1,3,0
ATIC,2,2,1
ATL1,0,0,0
ATL2,1,1,1
ATL3,9,10,6
ATM,0,1,0
ATMIN,11,9,8
ATN1,18,23,15
ATOH1,0,12,1
ATOH7,16,0,1
ATOH8,0,0,0
ATOX1,30,40,24
ATP10A,0,0,0
ATP10B,0,0,0
ATP10D,2,4,4
ATP11A,1,1,0
ATP11B,2,1,1
ATP11C,0,0,0
ATP12A,0,0,0
ATP13A1,18,23,15
ATP13A2,0,1,0
ATP13A3,1,2,1
ATP13A4,0,0,0
ATP13A5,0,0,0
ATP1A1,151,89,220
ATP1A2,1,0,0
ATP1A3,0,0,0
ATP1A4,0,0,0
ATP1B1,2473,1021,1897
ATP1B2,6,8,3
ATP1B3,29,55,13
ATP1B4,0,0,0
ATP23,0,0,0
ATP2A1,0,0,0
ATP2A2,9,13,6
ATP2A3,0,1,1
ATP2B1,1,1,0
ATP2B2,0,0,0
ATP2B3,0,0,0
ATP2B4,2,4,1
ATP2C1,1,1,0
ATP2C2,1,1,1
ATP4A,0,0,1
ATP4B,0,0,0
ATP5F1A,17,23,24
ATP5F1B,467,615,359
ATP5F1C,29,22,22
ATP5F1D,92,122,70
ATP5F1E,1344,1625,708
ATP5IF1,462,238,282
ATP5MC1,197,147,136
ATP5MC2,26,35,28
ATP5MC3,256,341,170
ATP5ME,1206,890,822
ATP5MF,56,45,38
ATP5MG,328,293,228
ATP5MGL,98,23,79
ATP5PB,79,113,71
ATP5PD,110,59,82
ATP5PF,36,44,35
ATP5PO,165,132,136
ATP6AP1,201,207,110
ATP6AP1L,0,0,0
ATP6AP2,162,226,100
ATP6V0A1,1,0,1
ATP6V0A2,2,3,2
ATP6V0A4,0,0,0
ATP6V0B,139,199,97
ATP6V0C,0,0,0
ATP6V0D1,13,20,10
ATP6V0D2,4,5,0
ATP6V0E1,79,72,56
ATP6V0E2,2,3,3
ATP6V1A,7,8,4
ATP6V1B1,0,0,0
ATP6V1B2,76,130,28
ATP6V1C1,9,18,8
ATP6V1C2,0,0,0
ATP6V1D,32,45,22
ATP6V1E1,20,25,11
ATP6V1E2,0,0,0
ATP6V1F,404,675,221
ATP6V1FNB,0,0,0
ATP6V1G1,551,703,273
ATP6V1G2,0,2,0
ATP6V1G3,0,0,0
ATP6V1H,1,1,1
ATP7A,1,1,1
ATP7B,0,0,0
ATP8A1,0,0,0
ATP8A2,0,0,0
ATP8B1,1,1,1
ATP8B2,2,6,2
ATP8B3,0,1,0
ATP8B4,0,0,0
ATP9A,12,7,6
ATP9B,0,0,0
ATPAF1,3,3,3
ATPAF2,1,2,1
ATPSCKMT,1,1,1
ATR,0,0,0
ATRAID,153,136,128
ATRIP,0,0,0
ATRN,0,0,1
ATRNL1,0,0,0
ATRX,2,2,2
ATXN1,1,1,0
ATXN10,3,3,2
ATXN1L,32,61,31
ATXN2,1,3,2
ATXN2L,2,2,1
ATXN3,1,1,1
ATXN3L,0,0,0
ATXN7,1,2,2
ATXN7L1,0,0,0
ATXN7L2,0,0,0
ATXN7L3,9,7,6
ATXN7L3B,113,149,134
AUH,0,0,0
AUNIP,0,0,0
AUP1,320,350,224
AURKA,0,0,0
AURKAIP1,295,318,283
AURKB,0,0,0
AURKC,2,6,2
AUTS2,0,0,0
AVEN,0,0,0
AVIL,2,1,2
AVL9,1,0,0
AVPI1,14,22,9
AVPR1A,9,9,3
AVPR1B,0,0,0
AVPR2,0,0,0
AWAT1,0,0,0
AWAT2,0,0,0
AXDND1,0,0,0
AXIN1,0,1,0
AXIN2,1,1,1
AXL,6,11,3
AZGP1,81,118,107
AZI2,5,7,4
AZIN1,2,1,2
AZIN2,0,0,0
AZU1,0,0,0
B2M,5886,8643,3543
B3GALNT1,0,0,0
B3GALNT2,0,0,0
B3GALT1,0,0,0
B3GALT2,1,0,3
B3GALT4,29,7,12
B3GALT5,1,3,1
B3GALT6,122,110,141
B3GAT1,0,0,0
B3GAT2,0,0,0
B3GAT3,5,13,7
B3GLCT,0,0,0
B3GNT2,26,25,20
B3GNT3,16,8,11
B3GNT4,0,1,0
B3GNT5,12,14,4
B3GNT6,2,0,0
B3GNT7,82,48,55
B3GNT8,5,13,4
B3GNT9,158,134,65
B3GNTL1,0,0,0
B4GALNT1,0,1,0
B4GALNT2,0,0,0
B4GALNT3,9,1,4
B4GALNT4,0,2,2
B4GALT1,10,12,5
B4GALT2,14,8,10
B4GALT3,16,13,12
B4GALT4,4,2,3
B4GALT5,18,11,14
B4GALT6,0,0,0
B4GALT7,6,9,4
B4GAT1,111,173,106
B9D1,0,0,0
B9D2,4,3,6
BAALC,0,0,0
BAAT,4,7,2
BABAM1,10,18,11
BABAM2,0,0,0
BACE1,3,8,17
BACE2,12,7,6
BACH1,5,8,4
BACH2,0,0,0
BAD,21,17,9
BAG1,48,42,29
BAG2,5,5,1
BAG3,8,12,6
BAG4,5,5,4
BAG5,76,43,45
BAG6,0,0,0
BAHCC1,0,1,1
BAHD1,0,1,1
BAIAP2,0,0,0
BAIAP2L1,33,14,17
BAIAP2L2,6,2,2
BAIAP3,0,1,1
BAK1,10,9,5
BAMBI,52,30,56
BANF1,68,83,40
BANF2,0,0,0
BANK1,0,0,0
BANP,0,0,0
BAP1,6,13,8
BARD1,0,0,0
BARHL1,0,0,0
BARHL2,0,0,0
BARX1,11,17,0
BARX2,8,0,4
BASP1,6,26,3
BATF,7,8,4
BATF2,24,7,29
BATF3,1,3,1
BAX,29,33,24
BAZ1A,3,4,2
BAZ1B,11,15,10
BAZ2A,1,1,1
BAZ2B,0,0,0
BBC3,13,12,13
BBIP1,3,3,3
BBOF1,0,0,0
BBOX1,0,0,0
BBS1,0,1,1
BBS10,21,69,42
BBS12,0,0,1
BBS2,2,2,1
BBS4,1,1,1
BBS5,3,7,5
BBS7,0,1,0
BBS9,0,0,0
BBX,1,1,0
BCAM,21,39,36
BCAN,0,0,0
BCAP29,1,1,0
BCAP31,2,1,4
BCAR1,8,6,5
BCAR3,1,1,1
BCAS1,2,1,0
BCAS2,75,26,42
BCAS3,0,0,0
BCAS4,0,1,0
BCAT1,0,1,1
BCAT2,1,3,4
BCCIP,15,14,17
BCDIN3D,8,19,21
BCHE,0,0,0
BCKDHA,0,0,0
BCKDHB,0,0,0
BCKDK,20,32,27
BCL10,31,20,17
BCL11A,0,0,0
BCL11B,0,1,0
BCL2,1,1,1
BCL2A1,13,48,4
BCL2L1,4,4,3
BCL2L10,6,0,4
BCL2L11,0,0,0
BCL2L12,2,1,2
BCL2L13,0,0,0
BCL2L14,0,0,0
BCL2L15,109,36,56
BCL2L2,41,43,46
BCL3,103,88,106
BCL6,12,22,17
BCL6B,2,23,12
BCL7A,3,1,4
BCL7B,10,13,6
BCL7C,1,2,1
BCL9,1,1,2
BCL9L,6,4,5
BCLAF1,5,4,3
BCLAF3,0,0,0
BCO1,0,0,0
BCO2,2,0,1
BCOR,0,0,0
BCORL1,0,0,0
BCR,2,1,1
BCS1L,2,2,1
BDH1,0,0,0
BDH2,2,1,2
BDKRB1,3,0,5
BDKRB2,11,7,8
BDNF,0,0,0
BDP1,1,2,1
BEAN1,0,0,0
BECN1,14,12,12
BECN2,0,0,0
BEGAIN,0,0,0
BEND2,0,0,0
BEND3,0,0,0
BEND4,0,0,0
BEND5,0,0,0
BEND6,0,0,0
BEND7,0,0,0
BEST1,0,2,0
BEST2,0,0,0
BEST3,0,0,0
BEST4,0,0,1
BET1,5,2,3
BET1L,78,90,77
BEX1,3,345,534
BEX2,44,34,88
BEX3,221,384,214
BEX4,189,254,166
BEX5,25,51,47
BFAR,6,4,4
BFSP1,0,0,0
BFSP2,0,0,0
BGN,151,420,73
BHLHA15,0,0,0
BHLHB9,0,0,0
BHLHE22,1,100,13
BHLHE23,0,0,0
BHLHE40,1855,1142,1000
BHLHE41,231,192,181
BHMT,0,8,0
BHMT2,0,2,0
BICC1,0,0,1
BICD1,0,0,0
BICD2,5,6,4
BICDL1,0,0,0
BICDL2,63,40,65
BICRA,1,2,1
BICRAL,0,0,0
BID,3,3,1
BIK,81,33,44
BIN1,0,1,0
BIN2,0,1,0
BIN3,6,3,3
BIRC2,16,18,11
BIRC3,75,69,61
BIRC5,3,2,0
BIRC6,0,0,0
BIRC7,7,19,0
BIRC8,0,0,0
BIVM,3,4,5
BLACAT1,1,1,0
BLCAP,22,17,11
BLID,0,0,0
BLK,0,0,0
BLM,0,0,0
BLMH,9,17,6
BLNK,1,1,0
BLOC1S1,85,123,63
BLOC1S2,7,14,5
BLOC1S3,1,2,1
BLOC1S4,246,297,252
BLOC1S5,1,2,1
BLOC1S6,4,5,2
BLVRA,3,2,1
BLVRB,81,64,47
BLZF1,21,10,13
BMF,0,0,0
BMI1,44,113,50
BMP1,2,3,1
BMP2,107,23,115
BMP2K,1,1,0
BMP3,0,0,0
BMP4,5,7,5
BMP5,0,0,0
BMP6,0,0,0
BMP7,0,1,1
BMP8B,0,1,0
BMPER,0,0,0
BMPR1A,0,0,0
BMPR1B,0,0,0
BMPR2,4,7,2
BMS1,4,4,3
BMT2,1,1,1
BMX,0,1,0
BNC1,0,0,0
BNC2,0,0,0
BNIP1,2,2,2
BNIP2,4,6,3
BNIP3,17,10,51
BNIP3L,27,38,20
BNIPL,0,0,0
BOC,0,0,0
BOD1,8,10,8
BOD1L1,7,8,5
BOD1L2,0,0,4
BOK,8,8,4
BOLA1,42,4,45
BOLA3,15,33,17
BOLL,0,0,0
BOP1,10,13,6
BORA,1,0,0
BORCS5,0,0,0
BORCS6,54,123,46
BORCS7,32,45,27
BORCS8,7,21,13
BPGM,3,4,1
BPHL,2,1,2
BPI,0,0,0
BPIFA1,0,0,0
BPIFA2,0,0,0
BPIFA3,0,0,0
BPIFB1,10,6,0
BPIFB2,0,0,0
BPIFB3,0,0,0
BPIFB4,0,1,0
BPIFB6,0,0,0
BPIFC,0,0,0
BPNT1,2,1,1
BPTF,1,1,1
BRAF,0,0,0
BRAP,1,2,2
BRAT1,2,3,2
BRCA1,0,0,0
BRCA2,3,2,1
BRCC3,2,2,2
BRD1,1,0,0
BRD2,7,7,5
BRD3,3,3,4
BRD3OS,13,4,15
BRD4,4,4,3
BRD7,1,0,1
BRD8,4,3,4
BRD9,1,1,1
BRDT,0,0,0
BRF1,0,0,0
BRF2,20,12,10
BRI3,18,22,10
BRI3BP,9,11,5
BRICD5,8,11,10
BRINP1,0,0,0
BRINP2,0,0,0
BRINP3,0,0,0
BRIP1,0,0,0
BRIX1,89,68,48
BRK1,141,148,134
BRMS1,18,20,9
BRMS1L,1,1,1
BROX,3,3,2
BRPF1,2,3,1
BRPF3,2,2,2
BRS3,0,11,3
BRSK1,0,1,0
BRSK2,0,0,0
BRWD1,2,2,2
BRWD3,1,1,1
BSCL2,0,0,0
BSDC1,6,5,6
BSG,36,33,20
BSN,0,0,0
BSND,0,0,0
BSPRY,9,3,6
BST1,0,1,0
BST2,232,323,144
BSX,0,0,0
BTAF1,0,0,0
BTBD1,3,5,3
BTBD10,1,1,0
BTBD11,0,0,0
BTBD16,0,0,0
BTBD17,0,0,0
BTBD18,0,0,0
BTBD19,3,7,2
BTBD2,4,5,4
BTBD3,1,1,1
BTBD6,60,101,61
BTBD7,1,1,1
BTBD9,0,0,0
BTC,1,1,1
BTD,1,1,0
BTF3,300,220,210
BTF3L4,6,7,5
BTG1,1054,1523,1241
BTG2,594,1195,825
BTG3,9,9,6
BTG4,0,0,0
BTK,0,3,0
BTLA,0,0,0
BTN1A1,0,0,0
BTN2A1,4,5,2
BTN2A2,2,1,1
BTN3A1,1,1,2
BTN3A2,2,3,3
BTN3A3,7,8,6
BTNL2,0,0,0
BTNL3,4,5,2
BTNL8,0,0,0
BTNL9,2,0,1
BTRC,0,0,0
BUB1,0,1,0
BUB1B,0,1,1
BUB3,62,49,33
BUD13,5,9,5
BUD23,17,18,13
BUD31,12,14,9
BVES,0,0,0
BYSL,8,10,6
BZW1,4,5,3
BZW2,3,2,1
C10orf105,0,0,0
C10orf120,0,0,0
C10orf143,0,0,0
C10orf53,0,0,0
C10orf55,0,0,0
C10orf62,0,0,0
C10orf67,0,0,0
C10orf71,0,0,0
C10orf82,0,0,0
C10orf88,8,9,4
C10orf90,0,0,0
C10orf95,12,42,18
C10orf99,0,0,0
C11orf1,25,11,20
C11orf16,0,0,0
C11orf21,1,1,2
C11orf24,16,19,10
C11orf42,0,0,0
C11orf52,1,1,1
C11orf54,2,1,2
C11orf58,46,40,28
C11orf65,0,0,0
C11orf68,107,36,48
C11orf71,19,7,21
C11orf80,0,0,0
C11orf86,8,0,1
C11orf87,0,0,0
C11orf91,0,0,0
C11orf94,0,0,0
C11orf96,5952,11391,2514
C11orf97,0,0,0
C11orf98,0,0,0
C12orf29,10,18,12
C12orf4,0,1,0
C12orf40,0,0,0
C12orf42,0,0,0
C12orf43,1,1,1
C12orf50,0,0,0
C12orf54,0,0,0
C12orf56,0,0,0
C12orf57,134,158,147
C12orf60,0,0,0
C12orf71,0,0,0
C12orf73,3,5,4
C12orf75,150,78,63
C12orf76,1,2,2
C13orf42,0,0,0
C13orf46,0,0,0
C14orf119,153,119,79
C14orf132,0,1,0
C14orf178,0,0,0
C14orf180,0,0,0
C14orf28,1,11,4
C14orf39,0,0,0
C14orf93,0,0,0
C15orf39,7,11,5
C15orf40,2,2,2
C15orf48,468,832,85
C15orf61,28,34,32
C15orf62,0,7,4
C16orf46,0,0,0
C16orf54,3,8,7
C16orf72,8,12,8
C16orf74,0,0,0
C16orf78,0,0,0
C16orf86,0,0,1
C16orf87,1,1,1
C16orf89,1,1,1
C16orf90,0,0,1
C16orf91,74,209,53
C16orf92,0,0,0
C16orf95,0,1,1
C16orf96,0,0,0
C17orf100,10,53,5
C17orf107,6,7,6
C17orf113,3,1,0
C17orf49,0,0,0
C17orf50,1,0,0
C17orf58,24,19,12
C17orf64,0,0,0
C17orf67,1,0,1
C17orf75,3,4,4
C17orf78,0,0,0
C17orf80,1,0,1
C17orf97,6,7,11
C17orf98,0,0,0
C17orf99,0,0,0
C18orf21,8,6,6
C18orf25,1,1,0
C18orf32,6,5,2
C18orf54,0,0,0
C18orf63,0,0,0
C19orf12,2,3,2
C19orf18,3,3,4
C19orf25,27,14,14
C19orf33,2005,1197,943
C19orf38,0,0,0
C19orf44,1,0,1
C19orf47,0,0,0
C19orf48,3,2,2
C19orf53,266,252,197
C19orf54,0,0,0
C19orf67,0,1,0
C19orf73,17,12,8
C19orf81,1,2,2
C19orf84,0,0,0
C19orf85,0,0,0
C1D,2,3,1
C1GALT1,1,1,1
C1GALT1C1,42,28,34
C1GALT1C1L,10,0,13
C1QA,295,830,93
C1QB,118,335,32
C1QBP,52,61,63
C1QC,346,933,118
C1QL1,0,17,3
C1QL2,0,0,2
C1QL3,0,0,0
C1QL4,0,0,0
C1QTNF1,1,2,1
C1QTNF12,1,1,2
C1QTNF2,0,1,0
C1QTNF3,1,1,0
C1QTNF4,0,0,1
C1QTNF6,0,1,0
C1QTNF7,0,1,0
C1QTNF8,0,0,0
C1QTNF9,0,0,0
C1R,75,194,58
C1RL,3,6,5
C1S,91,270,83
C1orf100,0,0,0
C1orf105,0,0,0
C1orf109,0,0,1
C1orf112,0,0,0
C1orf115,8,19,23
C1orf116,18,13,13
C1orf122,161,228,190
C1orf127,0,1,0
C1orf131,11,11,8
C1orf141,0,0,0
C1orf146,0,0,0
C1orf159,1,1,2
C1orf162,25,76,14
C1orf167,0,0,0
C1orf174,13,6,5
C1orf198,4,4,3
C1orf21,1,3,1
C1orf210,30,17,30
C1orf216,20,14,10
C1orf226,11,3,6
C1orf35,49,140,61
C1orf43,18,15,16
C1orf50,3,5,2
C1orf52,34,34,19
C1orf53,29,19,8
C1orf54,4,7,3
C1orf56,49,57,40
C1orf68,0,0,0
C1orf74,18,8,8
C1orf87,0,0,0
C1orf94,0,0,0
C2,0,1,0
C20orf144,3,0,0
C20orf173,0,0,0
C20orf202,0,0,1
C20orf203,0,0,0
C20orf204,3,1,1
C20orf27,2,4,2
C20orf85,0,0,0
C20orf96,1,1,1
C21orf58,0,0,0
C21orf62,0,0,0
C21orf91,2,4,2
C22orf15,0,0,0
C22orf23,0,0,0
C22orf31,0,0,0
C22orf39,23,31,26
C22orf42,0,0,0
C22orf46,33,15,28
C2CD2,1,2,1
C2CD2L,2,2,1
C2CD3,1,1,1
C2CD4A,50,207,27
C2CD4B,216,393,540
C2CD4C,1,0,2
C2CD4D,3,0,1
C2CD5,0,0,0
C2CD6,0,0,0
C2orf15,1,0,2
C2orf16,0,0,0
C2orf42,0,0,0
C2orf49,3,1,2
C2orf50,0,1,0
C2orf66,0,0,0
C2orf68,46,30,35
C2orf69,27,40,22
C2orf72,14,2,27
C2orf73,0,0,0
C2orf74,0,0,0
C2orf76,0,0,0
C2orf78,0,0,0
C2orf80,0,0,0
C2orf81,0,1,1
C2orf83,0,0,0
C2orf88,0,0,0
C2orf92,0,0,0
C3,72,158,71
C3AR1,23,88,4
C3orf14,3,4,2
C3orf18,0,1,0
C3orf20,0,0,0
C3orf22,0,0,0
C3orf33,1,0,1
C3orf38,14,13,15
C3orf49,0,0,0
C3orf52,8,3,2
C3orf56,0,0,0
C3orf62,15,47,23
C3orf70,0,2,0
C3orf80,0,6,3
C3orf85,0,0,0
C4A,0,0,0
C4BPA,1,0,7
C4BPB,8,4,2
C4orf17,0,0,0
C4orf19,1,0,1
C4orf3,280,326,233
C4orf33,3,3,2
C4orf36,2,0,0
C4orf46,7,14,8
C4orf47,0,0,0
C4orf48,26,44,11
C4orf50,0,0,0
C4orf51,0,0,0
C4orf54,0,0,0
C5,0,0,1
C5AR1,20,49,5
C5AR2,1,5,0
C5orf15,108,124,82
C5orf22,3,1,2
C5orf24,13,14,12
C5orf34,0,0,0
C5orf38,0,3,2
C5orf46,0,0,0
C5orf47,0,1,0
C5orf49,1,0,2
C5orf52,0,0,0
C5orf58,0,0,0
C5orf60,0,0,0
C5orf63,1,0,1
C5orf67,0,0,0
C6,1,0,3
C6orf118,0,0,0
C6orf120,19,44,21
C6orf132,44,16,19
C6orf136,1,2,2
C6orf141,3,0,2
C6orf15,0,10,0
C6orf163,0,0,1
C6orf201,0,0,0
C6orf223,3,1,3
C6orf226,384,114,168
C6orf47,19,18,18
C6orf52,0,0,0
C6orf58,0,0,0
C6orf62,53,73,57
C6orf89,4,4,3
C7,29,188,93
C7orf25,0,0,1
C7orf31,0,0,0
C7orf50,0,0,0
C7orf57,0,0,0
C7orf77,0,0,0
C8A,0,0,0
C8B,0,0,0
C8G,1,3,5
C8orf33,28,70,45
C8orf34,0,0,0
C8orf44,5,4,4
C8orf48,0,0,18
C8orf58,14,13,9
C8orf74,0,0,0
C8orf76,14,11,11
C8orf82,128,115,89
C8orf86,0,0,0
C8orf88,4,3,2
C8orf89,0,0,0
C9,0,0,0
C9orf129,0,0,0
C9orf131,0,0,0
C9orf152,40,18,21
C9orf153,0,0,0
C9orf24,1,0,0
C9orf40,3,10,10
C9orf43,0,0,0
C9orf50,0,0,0
C9orf57,0,0,0
C9orf64,4,7,5
C9orf72,8,8,3
C9orf78,180,226,165
C9orf85,0,0,0
CA1,0,0,0
CA10,0,0,0
CA11,0,10,4
CA12,1,2,2
CA13,5,4,2
CA14,1,0,1
CA2,180,297,98
CA3,6,5,4
CA4,0,0,1
CA5A,0,0,0
CA5B,2,7,3
CA6,0,0,0
CA7,0,0,0
CA8,1,0,1
CA9,13,39,13
CAAP1,5,3,2
CAB39,2,4,2
CAB39L,0,0,0
CABCOCO1,0,0,0
CABIN1,0,0,0
CABLES1,0,0,0
CABLES2,1,2,5
CABP1,0,0,0
CABP4,3,1,1
CABP5,0,0,0
CABP7,2,1,0
CABS1,0,0,0
CABYR,0,0,0
CACFD1,4,5,2
CACHD1,0,0,0
CACNA1A,0,1,0
CACNA1B,0,0,0
CACNA1C,0,0,0
CACNA1D,0,0,0
CACNA1E,0,0,0
CACNA1F,0,0,0
CACNA1G,0,0,0
CACNA1H,0,1,0
CACNA1I,0,0,0
CACNA1S,0,0,0
CACNA2D1,0,0,0
CACNA2D2,0,0,0
CACNA2D3,0,0,0
CACNA2D4,0,0,0
CACNB1,0,1,0
CACNB2,0,0,0
CACNB3,1,3,1
CACNB4,0,0,0
CACNG1,0,0,0
CACNG2,0,0,0
CACNG3,0,0,0
CACNG4,1,0,0
CACNG5,0,0,0
CACNG6,0,0,0
CACNG7,0,0,0
CACNG8,0,0,1
CACTIN,3,4,4
CACUL1,12,12,11
CACYBP,20,52,16
CAD,2,3,1
CADM1,0,1,0
CADM2,0,0,0
CADM3,0,0,0
CADM4,2,2,2
CADPS,0,0,0
CADPS2,0,0,0
CAGE1,0,0,0
CALB1,0,0,0
CALB2,0,0,0
CALCA,0,0,0
CALCB,11,0,4
CALCOCO1,3,5,4
CALCOCO2,10,9,8
CALCR,0,0,0
CALCRL,0,0,0
CALD1,2,6,1
CALHM1,0,0,0
CALHM2,1,1,0
CALHM3,2,0,3
CALHM4,0,0,0
CALHM5,7,8,1
CALHM6,26,67,25
CALM1,329,479,223
CALM2,136,131,74
CALM3,50,72,39
CALML3,0,0,0
CALML4,1,0,0
CALML5,0,0,0
CALML6,0,0,0
CALN1,0,0,0
CALR,2855,2390,1677
CALR3,0,0,0
CALU,12,17,7
CALY,0,11,2
CAMK1,5,10,2
CAMK1D,0,0,0
CAMK1G,0,1,0
CAMK2A,0,0,0
CAMK2B,0,0,0
CAMK2D,0,0,0
CAMK2G,0,0,0
CAMK2N1,1596,1225,677
CAMK2N2,25,19,86
CAMK4,0,0,0
CAMKK1,1,2,0
CAMKK2,0,0,0
CAMKMT,0,0,0
CAMKV,0,0,0
CAMLG,30,18,23
CAMP,0,14,4
CAMSAP1,1,1,0
CAMSAP2,1,2,1
CAMSAP3,8,2,8
CAMTA1,0,0,0
CAMTA2,1,2,2
CAND1,6,10,5
CAND2,0,1,0
CANT1,15,13,13
CANX,13,8,10
CAP1,8,9,4
CAP2,0,0,0
CAPG,5,7,1
CAPN1,15,11,9
CAPN10,9,9,11
CAPN11,0,0,0
CAPN12,11,6,5
CAPN13,0,0,0
CAPN14,0,0,0
CAPN15,2,0,1
CAPN2,24,19,11
CAPN3,0,0,0
CAPN5,11,2,7
CAPN6,8,5,7
CAPN7,1,1,1
CAPN8,9,5,2
CAPN9,0,1,0
CAPNS1,58,51,37
CAPNS2,0,0,0
CAPRIN1,3,4,3
CAPRIN2,0,0,0
CAPS,84,51,80
CAPS2,0,0,0
CAPSL,0,0,0
CAPZA1,21,26,12
CAPZA2,45,49,26
CAPZA3,0,0,0
CAPZB,2,2,1
CARD10,26,7,16
CARD11,4,2,1
CARD14,0,0,0
CARD16,44,85,43
CARD18,0,0,0
CARD19,4,3,3
CARD6,15,28,12
CARD8,0,0,0
CARD9,1,2,2
CARF,0,0,0
CARHSP1,6,6,5
CARM1,4,3,2
CARMIL1,0,0,0
CARMIL2,0,0,0
CARMIL3,0,0,0
CARNMT1,2,2,2
CARNS1,2,0,1
CARS2,1,1,0
CARTPT,0,0,4
CASC3,12,15,10
CASD1,1,1,1
CASK,0,0,0
CASKIN1,0,3,0
CASKIN2,5,1,7
CASP1,5,8,5
CASP10,1,2,1
CASP14,0,0,0
CASP2,5,4,6
CASP3,3,1,2
CASP4,15,18,15
CASP5,0,0,0
CASP6,5,3,3
CASP7,0,0,1
CASP8,0,0,0
CASP8AP2,1,3,2
CASP9,1,1,0
CASQ1,0,0,0
CASQ2,1,0,0
CASR,1,0,3
CASS4,0,1,0
CAST,4,4,2
CASTOR1,28,21,9
CASTOR2,0,0,0
CASTOR3,1,0,3
CASZ1,2,1,1
CAT,69,52,72
CATIP,0,1,0
CATSPER1,0,0,0
CATSPER2,1,1,1
CATSPER3,1,1,0
CATSPER4,0,0,0
CATSPERB,1,1,1
CATSPERD,0,0,0
CATSPERE,0,0,0
CATSPERG,1,0,0
CATSPERZ,0,0,0
CAV1,6,11,3
CAV2,99,104,82
CAV3,0,0,0
CAVIN1,64,141,32
CAVIN2,19,117,32
CAVIN3,796,611,241
CAVIN4,0,2,0
CBARP,3,0,1
CBFA2T2,1,2,1
CBFA2T3,0,0,0
CBFB,3,4,2
CBL,4,9,2
CBLB,0,0,0
CBLC,2,0,2
CBLIF,0,0,0
CBLL1,2,3,1
CBLN1,1,2,4
CBLN2,0,0,0
CBLN3,1,12,3
CBLN4,1,10,3
CBR1,1033,439,545
CBR3,1,6,2
CBR4,1,1,1
CBWD1,0,0,0
CBWD2,0,0,0
CBWD3,0,0,0
CBWD5,0,0,0
CBWD6,0,0,0
CBX1,7,10,6
CBX2,0,0,1
CBX3,58,97,49
CBX4,118,58,98
CBX5,4,5,8
CBX6,73,179,93
CBX7,6,13,10
CBX8,12,31,10
CBY1,5,1,5
CBY3,1,1,1
CC2D1A,2,2,2
CC2D1B,14,8,10
CC2D2A,0,0,0
CC2D2B,0,0,0
CCAR1,14,12,9
CCAR2,3,5,2
CCBE1,0,0,0
CCDC102A,1,2,1
CCDC102B,0,0,0
CCDC105,0,0,0
CCDC106,8,11,7
CCDC107,80,106,56
CCDC110,0,0,1
CCDC112,3,5,2
CCDC113,0,0,0
CCDC115,17,30,17
CCDC116,0,0,0
CCDC117,4,5,6
CCDC12,7,5,4
CCDC120,4,5,3
CCDC121,1,0,4
CCDC122,1,1,1
CCDC124,20,26,17
CCDC125,0,0,0
CCDC126,1,2,2
CCDC127,15,7,13
CCDC13,0,0,0
CCDC134,0,0,0
CCDC136,0,0,0
CCDC137,24,18,12
CCDC138,0,0,0
CCDC14,1,1,1
CCDC140,0,0,1
CCDC141,0,0,0
CCDC142,4,4,2
CCDC144A,0,0,0
CCDC144NL,0,0,0
CCDC146,0,0,0
CCDC148,0,0,0
CCDC149,0,0,0
CCDC15,0,0,0
CCDC150,0,0,0
CCDC152,4,1,2
CCDC153,21,13,14
CCDC154,2,0,0
CCDC157,0,0,0
CCDC158,0,0,0
CCDC159,1,0,1
CCDC160,0,0,4
CCDC163,0,0,0
CCDC166,0,0,1
CCDC167,21,12,13
CCDC168,0,1,0
CCDC169,0,0,0
CCDC17,0,1,1
CCDC170,0,1,0
CCDC171,0,0,0
CCDC172,0,0,0
CCDC174,9,8,9
CCDC175,0,0,0
CCDC177,0,0,0
CCDC178,0,0,0
CCDC18,0,0,0
CCDC180,0,0,0
CCDC181,0,0,1
CCDC182,0,0,0
CCDC183,5,5,4
CCDC184,0,16,1
CCDC185,0,0,0
CCDC186,6,7,10
CCDC187,0,0,0
CCDC188,0,4,0
CCDC190,0,0,1
CCDC191,0,0,0
CCDC192,0,0,0
CCDC194,0,0,0
CCDC196,0,0,0
CCDC197,0,0,0
CCDC198,3,0,4
CCDC200,0,1,0
CCDC22,6,3,4
CCDC24,11,19,12
CCDC25,2,2,2
